country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB","16-12-2025 15:00:00",24.762518,84.982348,CO,24,50,36
India,Bihar,Hajipur,"Industrial Area, Hajipur - BSPCB","16-12-2025 15:00:00",25.697189,85.245900,SO2,6,12,10
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB","16-12-2025 15:00:00",26.80365,84.51954,SO2,9,17,12
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB","16-12-2025 15:00:00",26.80365,84.51954,CO,59,138,80
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB","16-12-2025 15:00:00",25.251013,86.989001,NO2,6,14,9
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB","16-12-2025 15:00:00",25.251013,86.989001,SO2,27,57,41
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB","16-12-2025 15:00:00",25.265194,87.012947,PM10,36,116,81
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB","16-12-2025 15:00:00",25.265194,87.012947,NO2,6,8,7
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB","16-12-2025 15:00:00",25.265194,87.012947,CO,28,106,59
India,Bihar,Buxar,"Charitra Van, Buxar - BSPCB","16-12-2025 15:00:00",25.567520,83.966379,PM10,67,140,116
India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB","16-12-2025 15:00:00",17.72,83.3,PM2.5,132,274,187
India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB","16-12-2025 15:00:00",17.72,83.3,PM10,116,173,136
India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB","16-12-2025 15:00:00",17.72,83.3,CO,12,48,21
India,Arunachal_Pradesh,Naharlagun,"Naharlagun, Naharlagun - APSPCB","16-12-2025 15:00:00",27.103358,93.679645,PM2.5,39,438,175
India,Arunachal_Pradesh,Naharlagun,"Naharlagun, Naharlagun - APSPCB","16-12-2025 15:00:00",27.103358,93.679645,PM10,44,464,158
India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA","16-12-2025 15:00:00",26.071318,91.87488,NH3,4,4,4
India,Assam,Guwahati,"Railway Colony, Guwahati - PCBA","16-12-2025 15:00:00",26.181742,91.78063,PM10,46,307,148
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA","16-12-2025 15:00:00",26.349082,92.68449,PM10,74,128,103
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA","16-12-2025 15:00:00",26.349082,92.68449,SO2,10,15,12
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA","16-12-2025 15:00:00",26.446912,91.439057,CO,11,22,21
India,Assam,Silchar,"Tarapur, Silchar - PCBA","16-12-2025 15:00:00",24.82827,92.79525,NO2,19,25,23
India,Assam,Silchar,"Tarapur, Silchar - PCBA","16-12-2025 15:00:00",24.82827,92.79525,CO,24,60,33
India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB","16-12-2025 15:00:00",16.5150833,80.5181667,PM10,121,276,172
India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB","16-12-2025 15:00:00",16.5150833,80.5181667,NO2,23,89,49
India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB","16-12-2025 15:00:00",16.5150833,80.5181667,NH3,1,4,2
India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB","16-12-2025 15:00:00",16.5150833,80.5181667,SO2,1,9,4
India,Andhra_Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB","16-12-2025 15:00:00",13.204880,79.097889,PM2.5,1,446,236
India,Andhra_Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB","16-12-2025 15:00:00",13.615387,79.409230,PM2.5,56,70,61
India,Andhra_Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB","16-12-2025 15:00:00",16.536107,80.594233,PM2.5,55,78,65
India,Andhra_Pradesh,Vijayawada,"Kanuru, Vijayawada - APPCB","16-12-2025 15:00:00",16.486692,80.699436,CO,42,79,62
India,Andhra_Pradesh,Vijayawada,"Kanuru, Vijayawada - APPCB","16-12-2025 15:00:00",16.486692,80.699436,OZONE,NA,NA,NA
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB","16-12-2025 15:00:00",25.5626095,84.663264,NH3,1,1,1
India,Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB","16-12-2025 15:00:00",24.75746,84.366208,PM10,103,177,133
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB","16-12-2025 15:00:00",26.80365,84.51954,PM2.5,33,163,86
India,Andhra_Pradesh,Tirumala,"Toll Gate, Tirumala - APPCB","16-12-2025 15:00:00",13.67,79.35,PM10,76,128,109
India,Andhra_Pradesh,Tirumala,"Toll Gate, Tirumala - APPCB","16-12-2025 15:00:00",13.67,79.35,NH3,1,1,1
India,Andhra_Pradesh,Tirumala,"Toll Gate, Tirumala - APPCB","16-12-2025 15:00:00",13.67,79.35,OZONE,6,17,12
India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA","16-12-2025 15:00:00",26.10887,91.589544,NO2,13,89,18
India,Assam,Guwahati,"Pan Bazaar, Guwahati - PCBA","16-12-2025 15:00:00",26.187500,91.744194,PM10,40,126,90
India,Andhra_Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB","16-12-2025 15:00:00",14.465052,78.824187,PM2.5,50,93,76
India,Andhra_Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB","16-12-2025 15:00:00",14.465052,78.824187,OZONE,22,30,26
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB","16-12-2025 15:00:00",26.146529,87.454184,SO2,2,21,12
India,Bihar,Buxar,"Charitra Van, Buxar - BSPCB","16-12-2025 15:00:00",25.567520,83.966379,CO,22,28,25
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB","16-12-2025 15:00:00",24.792403,84.992416,CO,34,42,36
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB","16-12-2025 15:00:00",24.762518,84.982348,NH3,4,5,4
